Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"24958140","1","24958548","","2014-07-25 14:31:20","","2506","808905","<p>What is the difference between the <code>COPY</code> and <code>ADD</code> commands in a Dockerfile, and when would I use one over the other?</p>

<pre><code>COPY &lt;src&gt; &lt;dest&gt;
</code></pre>

<blockquote>
  <p>The COPY instruction will copy new files from <code>&lt;src&gt;</code> and add them to the container's filesystem at path <code>&lt;dest&gt;</code></p>
</blockquote>

<pre><code>ADD &lt;src&gt; &lt;dest&gt;
</code></pre>

<blockquote>
  <p>The ADD instruction will copy new files from <code>&lt;src&gt;</code> and add them to the container's filesystem at path <code>&lt;dest&gt;</code>.</p>
</blockquote>
","131640","","7911776","","2019-09-16 05:12:49","2021-04-29 07:32:05","What is the difference between the 'COPY' and 'ADD' commands in a Dockerfile?","<docker><dockerfile>","16","5","358","","","CC BY-SA 4.0"
"16047306","1","16048358","","2013-04-16 21:19:47","","3982","799487","<p>I keep rereading <a href=""https://docs.docker.com/"" rel=""noreferrer"">the Docker documentation</a> to try to understand the difference between Docker and a full VM. How does it manage to provide a full filesystem, isolated networking environment, etc. without being as heavy?</p>

<p>Why is deploying software to a Docker image (if that's the right term) easier than simply deploying to a consistent production environment?</p>
","109549","","63550","","2018-08-28 20:04:57","2020-11-26 15:53:35","How is Docker different from a virtual machine?","<docker><containers><virtual-machine><virtualization>","21","9","1879","","","CC BY-SA 4.0"
"23935141","1","23938978","","2014-05-29 13:57:18","","1700","790303","<p>How do I transfer a Docker image from one machine to another one without using a repository, no matter private or public?</p>

<p>I create my own image in VirtualBox, and when it is finished I try to deploy to other machines to have real usage.</p>

<p>Since it is based on my own based image (like Red Hat Linux), it cannot be recreated from a Dockerfile. My dockerfile isn't easily portable.</p>

<p>Are there simple commands I can use? Or another solution?</p>
","308174","","2051454","","2020-03-13 11:03:13","2021-05-25 07:04:20","How to copy Docker images from one host to another without using a repository","<docker>","15","1","684","","","CC BY-SA 4.0"
"35594987","1","35595021","","2016-02-24 06:37:48","","1088","769691","<p>I have build a Docker image from a Docker file using the below command.</p>

<pre><code>$ docker build -t u12_core -f u12_core .
</code></pre>

<p>When I am trying to rebuild it with the same command, it's using the build cache like:</p>

<pre><code>Step 1 : FROM ubuntu:12.04
 ---&gt; eb965dfb09d2
Step 2 : MAINTAINER Pavan Gupta &lt;pavan.gupta@gmail.com&gt;
 ---&gt; Using cache
 ---&gt; 4354ccf9dcd8
Step 3 : RUN apt-get update
 ---&gt; Using cache
 ---&gt; bcbca2fcf204
Step 4 : RUN apt-get install -y openjdk-7-jdk
 ---&gt; Using cache
 ---&gt; 103f1a261d44
Step 5 : RUN apt-get install -y openssh-server
 ---&gt; Using cache
 ---&gt; dde41f8d0904
Step 6 : RUN apt-get install -y git-core
 ---&gt; Using cache
 ---&gt; 9be002f08b6a
Step 7 : RUN apt-get install -y build-essential
 ---&gt; Using cache
 ---&gt; a752fd73a698
Step 8 : RUN apt-get install -y logrotate
 ---&gt; Using cache
 ---&gt; 93bca09b509d
Step 9 : RUN apt-get install -y lsb-release
 ---&gt; Using cache
 ---&gt; fd4d10cf18bc
Step 10 : RUN mkdir /var/run/sshd
 ---&gt; Using cache
 ---&gt; 63b4ecc39ff0
Step 11 : RUN echo 'root:root' | chpasswd
 ---&gt; Using cache
 ---&gt; 9532e31518a6
Step 12 : RUN sed -i 's/PermitRootLogin without-password/PermitRootLogin yes/' /etc/ssh/sshd_config
 ---&gt; Using cache
 ---&gt; 47d1660bd544
Step 13 : RUN sed 's@session\s*required\s*pam_loginuid.so@session optional pam_loginuid.so@g' -i /etc/pam.d/sshd
 ---&gt; Using cache
 ---&gt; d1f97f1c52f7
Step 14 : RUN wget -O aerospike.tgz 'http://aerospike.com/download/server/latest/artifact/ubuntu12'
 ---&gt; Using cache
 ---&gt; bd7dde7a98b9
Step 15 : RUN tar -xvf aerospike.tgz
 ---&gt; Using cache
 ---&gt; 54adaa09921f
Step 16 : RUN dpkg -i aerospike-server-community-*/*.deb
 ---&gt; Using cache
 ---&gt; 11aba013eea5
Step 17 : EXPOSE 22 3000 3001 3002 3003
 ---&gt; Using cache
 ---&gt; e33aaa78a931
Step 18 : CMD /usr/sbin/sshd -D
 ---&gt; Using cache
 ---&gt; 25f5fe70fa84
Successfully built 25f5fe70fa84
</code></pre>

<p>The cache shows that aerospike is installed. However, I don't find it inside containers spawn from this image, so I want to rebuild this image without using the cache. How can I force Docker to rebuild a clean image without the cache?</p>
","2710873","","582436","","2019-01-14 00:53:06","2020-10-31 18:18:39","How to force Docker for a clean build of an image","<docker><aerospike>","9","6","152","","","CC BY-SA 4.0"
"17236796","1","17237701","","2013-06-21 13:41:42","","1313","757030","<p>This question is related to <em><a href=""https://stackoverflow.com/questions/17014263/should-i-be-concerned-about-excess-non-running-docker-containers"">Should I be concerned about excess, non-running, Docker containers?</a></em>.</p>

<p>I'm wondering how to remove old containers. The <code>docker rm 3e552code34a</code> lets you remove a single one, but I have lots already. <code>docker rm --help</code> doesn't give a selection option (like all, or by image name).</p>

<p>Maybe there is a directory in which these containers are stored where I can delete them easily manually?</p>
","1449361","","-1","","2017-05-23 11:55:19","2021-02-22 16:16:57","How to remove old Docker containers","<docker>","62","7","498","","","CC BY-SA 3.0"
"20813486","1","20816397","","2013-12-28 10:29:02","","796","723195","<p>I've noticed with docker that I need to understand what's happening inside a container or what files exist in there. One example is downloading images from the docker index - you don't have a clue what the image contains so it's impossible to start the application.</p>

<p>What would be ideal is to be able to ssh into them or equivalent. Is there a tool to do this, or is my conceptualisation of docker wrong in thinking I should be able to do this.</p>
","2668128","","42223","","2017-06-30 23:03:53","2021-06-23 13:15:36","Exploring Docker container's file system","<linux><docker><filesystems>","28","7","307","","","CC BY-SA 3.0"
"21871479","1","","","2014-02-19 05:02:22","","542","714251","<p>After I update my Docker version to <code>0.8.0</code>, I get an error message while entering <code>sudo docker version</code>:</p>

<pre><code>Client version: 0.8.0
Go version (client): go1.2
Git commit (client): cc3a8c8
2014/02/19 12:54:16 Can't connect to docker daemon. Is 'docker -d' running on this host?
</code></pre>

<p>And I've followed the instructions and entered command <code>sudo docker -d</code>, and I got this:</p>

<pre><code>[/var/lib/docker|2462000b] +job initserver()
[/var/lib/docker|2462000b.initserver()] Creating server
open /var/lib/docker/aufs/layers/cf2414da53f9bcfaa48bc3d58360d7f1cfd3784e4fe51fbef95197709dfc285d: no such file or directory[/var/lib/docker|2462000b] -job initserver() = ERR (1)
2014/02/19 12:55:57 initserver: open /var/lib/docker/aufs/layers/cf2414da53f9bcfaa48bc3d58360d7f1cfd3784e4fe51fbef95197709dfc285d: no such file or directory
</code></pre>

<p>How do I solve the problem?</p>
","1497484","","63550","","2017-03-11 16:38:52","2021-06-24 07:19:20","Docker can't connect to docker daemon","<linux><docker>","42","6","173","","","CC BY-SA 3.0"
"17665283","1","17870293","","2013-07-15 22:56:02","","859","701596","<p>I'm running Docker under Vagrant under OS X 10.8.4  (Mountain Lion), and whenever I try to delete a saved image, I get an error:</p>

<pre><code>$ docker rmi some-image-id
2013/07/15 hh:mm:ss unexpected JSON input
</code></pre>

<p>According to the <code>rmi</code> help, the proper syntax is <code>docker rmi IMAGE [IMAGE...]</code>, and I'm not sure what to make of that.</p>

<p>How can I delete an image?</p>

<pre><code>$ docker version
Client version: 0.4.8
Server version: 0.4.8
Go version: go1.1
</code></pre>

<p> </p>

<pre><code>$docker info
Containers: 1
Images: 3
</code></pre>

<p>Interestingly, when I run <code>docker ps</code>, no containers show up at all. Running <code>docker images</code> shows four (4) <code>base</code> images and one (1) <code>node</code> image.</p>
","1033027","","1797006","","2021-01-24 22:00:30","2021-01-24 22:00:30","How does one remove a Docker image?","<docker>","19","9","264","","","CC BY-SA 4.0"
"44678725","1","","","2017-06-21 14:18:53","","349","696388","<p>I have applied every solution available on internet but still I cannot run Docker.</p>

<p>I want to use Scrapy Splash on my server.</p>

<p>Here is <code>history</code> of commands I ran.</p>

<pre><code>docker run -p 8050:8050 scrapinghub/splash
sudo docker run -p 8050:8050 scrapinghub/splash
sudo usermod -aG docker $(whoami)
sudo docker run -p 8050:8050 scrapinghub/splash
newgrp docker
sudo docker run -p 8050:8050 scrapinghub/splash
reboot
sudo docker run -p 8050:8050 scrapinghub/splash
docker run -p 8050:8050 scrapinghub/splash
</code></pre>

<p>You can see I tried to restart my server as well, but it didnt help.</p>

<p>see output of <code>ps -aux | grep docker</code></p>

<pre><code>root@mani:/var/www/html# ps aux | grep docker
root      8524  0.0  0.8 127904 13964 ?        Ssl  17:21   0:00 /usr/bin/dockerd --raw-logs
root      8534  0.0  0.3  90588  5012 ?        Ssl  17:21   0:00 docker-containerd -l unix:///var/run/docker/libcontainerd/docker-containerd.sock --metrics-interval=0 --start-timeout 2m --state-dir /var/run/docker/libcontainerd/containerd --shim docker-containerd-shim --runtime docker-runc
root      8543  0.0  0.0   8812   764 pts/1    S+   17:21   0:00 grep --color=auto docker
root     16356  0.0  0.0  17200   964 pts/1    S    17:14   0:00 newgrp docker
root     20080  0.0  0.0  17200   964 pts/1    S    17:06   0:00 newgrp docker
root     30221  0.0  0.0  17200   964 pts/1    S    17:09   0:00 newgrp docker
</code></pre>
","4094231","","608639","","2017-06-21 16:47:59","2021-07-01 14:18:42","Cannot connect to the Docker daemon at unix:/var/run/docker.sock. Is the docker daemon running?","<linux><ubuntu><docker><ubuntu-14.04>","38","14","71","","","CC BY-SA 3.0"
"21553353","1","21564990","","2014-02-04 13:04:23","","2062","618197","<p>In Dockerfiles there are two commands that look similar to me: <code>CMD</code> and <code>ENTRYPOINT</code>. But I guess that there is a (subtle?) difference between them - otherwise it would not make any sense to have two commands for the very same thing.</p>

<p>The documentation states for <code>CMD</code></p>

<blockquote>
  <p>The main purpose of a CMD is to provide defaults for an executing container.</p>
</blockquote>

<p>and for <code>ENTRYPOINT</code>:</p>

<blockquote>
  <p>An ENTRYPOINT helps you to configure a container that you can run as an executable.</p>
</blockquote>

<p>So, what's the difference between those two commands?</p>
","1333873","","39726","","2014-02-04 17:13:41","2021-05-28 13:51:58","What is the difference between CMD and ENTRYPOINT in a Dockerfile?","<docker>","17","6","600","","","CC BY-SA 3.0"
"26504846","1","26504961","","2014-10-22 09:56:24","","460","602429","<p>I have read <a href=""http://docs.docker.com/engine/reference/builder/#add"" rel=""noreferrer"">http://docs.docker.com/engine/reference/builder/#add</a> however I met a problem. I want to copy the local directory <code>go</code> to docker <code>/user/local/</code></p>
<p>I tried:</p>
<pre><code>ADD go /usr/local/
</code></pre>
<p>and:</p>
<pre><code>ADD /go/ /usr/local/ 
</code></pre>
<p>also:</p>
<pre><code>RUN chmod 0755 /usr/local/go/src/make.bash
</code></pre>
<p>However, I see the following error message:</p>
<pre><code>/usr/local/go/src/make.bash: No such file or directory
</code></pre>
<p>but the local <code>go</code> directory does contain <code>make.bash</code>.</p>
","233618","","6862601","","2021-01-28 23:38:30","2021-01-28 23:38:30","Copy directory to another directory using ADD command","<docker>","3","0","60","","","CC BY-SA 4.0"
"26153686","1","27708039","","2014-10-02 02:34:25","","537","593730","<p>I created a container with <code>-d</code> so it's not interactive.</p>

<pre><code>docker run -d shykes/pybuilder bin/bash
</code></pre>

<p>I see that the container has exited:</p>

<pre><code>CONTAINER ID        IMAGE                     COMMAND             CREATED             STATUS                      PORTS               NAMES
d6c45e8cc5f0        shykes/pybuilder:latest   ""bin/bash""          41 minutes ago      Exited (0) 2 seconds ago                        clever_bardeen
</code></pre>

<p>Now I would like to run occasional commands on the machine and exit. Just to get the response.</p>

<p>I tried to start the machine. I tried attaching. I thought I could call <code>run</code> with a container, but that does not seem to be allowed. Using <code>start</code> just seems to run and then exist quickly.</p>

<p>I'd like to get back into interactive mode after exiting.</p>

<p>I tried:</p>

<pre><code>docker attach d6c45e8cc5f0
</code></pre>

<p>But I get:</p>

<pre><code>2014/10/01 22:33:34 You cannot attach to a stopped container, start it first
</code></pre>

<p>But if I start it, it exits anyway. Catch 22. I can't win.</p>
","974407","","63550","","2017-03-13 19:10:24","2020-05-27 06:47:45","How do I run a command on an already existing Docker container?","<docker>","19","3","135","","","CC BY-SA 3.0"
"30063907","1","30064175","","2015-05-05 21:53:37","","656","577927","<p>I want to do something like this where I can run multiple commands in order.</p>
<pre class=""lang-yaml prettyprint-override""><code>db:
  image: postgres
web:
  build: .
  command: python manage.py migrate
  command: python manage.py runserver 0.0.0.0:8000
  volumes:
    - .:/code
  ports:
    - &quot;8000:8000&quot;
  links:
    - db
</code></pre>
","2587797","","1402846","","2020-09-08 06:36:26","2021-01-29 22:51:34","Using Docker-Compose, how to execute multiple commands","<docker><yaml><docker-compose>","16","0","163","","","CC BY-SA 4.0"
"19335444","1","38783433","","2013-10-12 14:46:18","","555","561863","<p>I'm not sure if I've misunderstood something here, but it seems like it's only possible to set port mappings by creating a new container from an image. Is there a way to assign a port mapping to an existing Docker container?</p>
","455988","","63550","","2017-03-12 13:28:26","2021-06-17 00:14:38","How do I assign a port mapping to an existing Docker container?","<docker><port><lxc><linux-containers>","14","4","217","","","CC BY-SA 3.0"
"30209776","1","30209974","","2015-05-13 08:41:06","","423","552640","<p>According to tutorial I read so far, use ""<code>docker run -d</code>"" will start a container from image, and the container will run in background. This is how it looks like, we can see we already have container id.</p>

<pre><code>root@docker:/home/root# docker run -d centos
605e3928cdddb844526bab691af51d0c9262e0a1fc3d41de3f59be1a58e1bd1d
</code></pre>

<p>But if I ran ""<strong><code>docker ps</code></strong>"", nothing was returned.</p>

<p>So I tried ""<strong><code>docker ps -a</code></strong>"", I can see container already exited:</p>

<pre><code>root@docker:/home/root# docker ps -a
CONTAINER ID        IMAGE                 COMMAND             CREATED             STATUS                         PORTS               NAMES
605e3928cddd        centos:latest         ""/bin/bash""         31 minutes ago      Exited (0) 31 minutes ago                          kickass_swartz
</code></pre>

<p>Anything I did wrong? How can I troubleshoot this issue?</p>
","4414185","","6309","","2015-05-13 08:55:15","2021-06-20 08:33:54","Docker container will automatically stop after ""docker run -d""","<docker>","18","2","136","","","CC BY-SA 3.0"
"31251356","1","31750543","","2015-07-06 16:47:39","","256","539688","<p>I'm using docker registry v1 and I'm interested in migrating to the newer version, v2. But I need some way to get a list of images present on registry; for example with registry v1 I can execute a GET request to <code>http://myregistry:5000/v1/search?</code> and the result is:</p>

<pre><code>{
  ""num_results"": 2,
  ""query"": """",
  ""results"": [
    {
      ""description"": """",
      ""name"": ""deis/router""
    },
    {
      ""description"": """",
      ""name"": ""deis/database""
    }
  ]
}
</code></pre>

<p>But I can't find on <a href=""https://docs.docker.com/registry/spec/api/"" rel=""noreferrer"">official documentation</a> something similar to get a list of image on registry. Anybody knows a way to do it on new version v2?</p>
","896830","","1736679","","2016-06-27 06:28:22","2021-04-20 14:00:03","How to get a list of images on docker registry v2","<docker><docker-registry>","16","2","78","","","CC BY-SA 3.0"
"23111631","1","28093517","","2014-04-16 13:58:32","","349","521381","<p>I installed Docker on my Ubuntu 13.10 (Saucy Salamander) and when I type in my console:</p>

<pre><code>sudo docker pull busybox
</code></pre>

<p>I get the following error:</p>

<pre><code>Pulling repository busybox
2014/04/16 09:37:07 Get https://index.docker.io/v1/repositories/busybox/images: dial tcp: lookup index.docker.io on 127.0.1.1:53: no answer from server
</code></pre>

<p>Docker version:</p>

<pre><code>$ sudo docker version

Client version: 0.10.0
Client API version: 1.10
Go version (client): go1.2.1
Git commit (client): dc9c28f
Server version: 0.10.0
Server API version: 1.10
Git commit (server): dc9c28f
Go version (server): go1.2.1
Last stable version: 0.10.0
</code></pre>

<p>I am behind a proxy server with no authentication, and this is my <code>/etc/apt/apt.conf</code> file:</p>

<pre><code>Acquire::http::proxy ""http://192.168.1.1:3128/"";
Acquire::https::proxy ""https://192.168.1.1:3128/"";
Acquire::ftp::proxy ""ftp://192.168.1.1:3128/"";
Acquire::socks::proxy ""socks://192.168.1.1:3128/"";
</code></pre>

<p>What am I doing wrong?</p>
","2172151","","63550","","2018-09-19 16:43:15","2021-06-12 18:17:08","Cannot download Docker images behind a proxy","<proxy><docker>","27","3","185","","","CC BY-SA 4.0"
"39901311","1","39901446","","2016-10-06 16:33:07","","435","506333","<p>I've got a Docker container running Ubuntu which I did as follows:</p>

<pre><code>docker run -it ubuntu /bin/bash
</code></pre>

<p>however it doesn't seem to have <code>ping</code>. E.g.</p>

<pre><code>bash: ping: command not found
</code></pre>

<p>Do I need to install that?</p>

<p>Seems a pretty basic command to be missing. I tried <code>whereis ping</code> which doesn't report anything.</p>
","343204","","","","","2020-03-23 08:09:18","Docker - Ubuntu - bash: ping: command not found","<ubuntu><docker><ping>","7","2","61","","","CC BY-SA 3.0"
"30853247","1","30859601","","2015-06-15 19:15:56","","622","504666","<p>I successfully shelled to a Docker container using:</p>

<pre><code>docker exec -i -t 69f1711a205e bash
</code></pre>

<p>Now I need to edit file and I don't have any editors inside:</p>

<pre><code>root@69f1711a205e:/# nano
bash: nano: command not found
root@69f1711a205e:/# pico
bash: pico: command not found
root@69f1711a205e:/# vi
bash: vi: command not found
root@69f1711a205e:/# vim
bash: vim: command not found
root@69f1711a205e:/# emacs
bash: emacs: command not found
root@69f1711a205e:/#
</code></pre>

<p>How do I edit files?</p>
","1268964","","3539857","","2020-02-23 16:22:58","2021-05-31 07:53:38","How do I edit a file after I shell to a Docker container?","<docker>","18","6","154","","","CC BY-SA 4.0"
"26734402","1","","","2014-11-04 11:48:22","","583","496115","<p>Let's say I have pulled the official <a href=""https://registry.hub.docker.com/_/mysql/"" rel=""noreferrer"">mysql:5.6.21 image</a>. </p>

<p>I have deployed this image by creating several docker containers.</p>

<p>These containers have been running for some time until MySQL 5.6.22 is released. The official image of mysql:5.6 gets updated with the new release, but my containers still run 5.6.21.</p>

<p>How do I propagate the changes in the image (i.e. upgrade MySQL distro) to all my existing containers? What is the proper Docker way of doing this?</p>
","697313","","2769180","","2016-09-27 22:15:43","2020-05-21 16:20:20","How to upgrade docker container after its image changed","<docker>","13","1","199","","","CC BY-SA 3.0"
"28349392","1","28349540","","2015-02-05 16:42:49","","488","480535","<p>I have a docker image tagged as <code>me/my-image</code>, and I have a private repo on the dockerhub named <code>me-private</code>.<br>
When I push my <code>me/my-image</code>, I end up always hitting the public repo.</p>

<p>What is the exact syntax to specifically push my image to my private repo? </p>
","518012","","448591","","2020-04-29 17:40:52","2021-02-14 17:11:22","How to push a docker image to a private repository","<docker><docker-registry>","10","4","157","","","CC BY-SA 4.0"
"22944631","1","24716645","","2014-04-08 17:53:32","","426","466974","<p>As the title says. I need to be able to retrieve the IP address the docker hosts and the portmaps from the host to the container, and doing that inside of the container. </p>
","335918","","1429387","","2018-03-13 07:47:12","2021-05-07 11:23:52","How to get the IP address of the docker host from inside a docker container","<docker><ip>","26","2","153","","","CC BY-SA 3.0"
"19897743","1","19905563","","2013-11-11 02:00:56","","437","461060","<p>I'm trying to create a Docker container that acts like a full-on virtual machine. I know I can use the EXPOSE instruction inside a Dockerfile to expose a port, and I can use the <code>-p</code> flag with <code>docker run</code> to assign ports, but once a container is actually running, is there a command to open/map additional ports live?</p>

<p>For example, let's say I have a Docker container that is running sshd. Someone else using the container ssh's in and installs httpd. Is there a way to expose port 80 on the container and map it to port 8080 on the host, so that people can visit the web server running in the container, without restarting it?</p>
","2079798","","63550","","2017-03-12 13:26:36","2021-01-31 13:26:50","Exposing a port on a live Docker container","<docker>","16","1","181","","","CC BY-SA 3.0"
"20932357","1","26496854","","2014-01-05 10:13:41","","595","454304","<p>I have a container that is running the Apache service in the foreground. I would like to be able to access the container from another shell in order to ""poke around"" inside it and examine the files. At the moment, if I attach to the container, I am left looking at the Apache daemon and cannot run any commands.</p>

<p>Is it possible to attach another tty to a running container? Possibly, I can take advantage of the fact that Docker is actually just wrapping around LXC containers? I have tried <code>sudo lxc-console -n [container-id] -t [1-4]</code> but it appears that only one tty is made available and that is the one running the apache daemon. Perhaps there is a way to enable multiple lxc consoles during the build?</p>

<p>I would rather <strong>not</strong> configure and build the container with an openssh service if possible.</p>
","1385833","","4802075","","2018-04-20 01:42:17","2021-03-09 22:33:19","How to enter in a Docker container already running with a new TTY","<docker><tty>","11","3","170","","","CC BY-SA 3.0"
