Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense,NumberOfChildren,OriginalPostId
"43181654","1","43182885","","2017-04-03 10:00:05","","119","115530","<p>I'm trying to learn docker at the moment and I'm getting confused about where data volumes actually exist.</p>

<p>I'm using <strong>Docker Desktop for Windows</strong>. (Windows 10)</p>

<p>In the docs they say that running docker inspect on the object will give you the source:<a href=""https://docs.docker.com/engine/tutorials/dockervolumes/#locating-a-volume"" rel=""noreferrer"">https://docs.docker.com/engine/tutorials/dockervolumes/#locating-a-volume</a></p>

<pre><code>$ docker inspect web

""Mounts"": [
    {
        ""Name"": ""fac362...80535"",
        ""Source"": ""/var/lib/docker/volumes/fac362...80535/_data"",
        ""Destination"": ""/webapp"",
        ""Driver"": ""local"",
        ""Mode"": """",
        ""RW"": true,
        ""Propagation"": """"
    }
]
</code></pre>

<p>however I don't see this, I get the following:</p>

<pre><code>$ docker inspect blog_postgres-data
[
    {
        ""Driver"": ""local"",
        ""Labels"": null,
        ""Mountpoint"": ""/var/lib/docker/volumes/blog_postgres-data/_data"",
        ""Name"": ""blog_postgres-data"",
        ""Options"": {},
        ""Scope"": ""local""
    }
]
</code></pre>

<p>Can anyone help me? I just want to know where my data volume actually exists is it on my host machine? If so how can i get the path to it?</p>
","6019903","","1845976","","2019-03-08 10:08:36","2021-05-09 13:59:33","Locating data volumes in Docker Desktop (Windows)","<docker><docker-for-windows><docker-desktop>","13","2","44","","","CC BY-SA 4.0","6","43181654"
"55271912","1","55272071","","2019-03-21 00:03:48","","33","24052","<p>I'm running a Flask application with a <a href=""http://flask.pocoo.org/docs/0.12/cli/#custom-scripts"" rel=""noreferrer"">Custom Script</a>. Or trying to, anyway.</p>

<p>I'm on Windows 10 and the application ought to run in a linux Docker container with the command:</p>

<pre><code>docker-compose up api
</code></pre>

<p>Docker-compose is <code>version 1.23.2</code>. In the dockerfile, the <code>api</code> service runs via the command:</p>

<pre><code>command: python manage.py run --host ""0.0.0.0"" --with-threads
</code></pre>

<p>As it tries to start up, I see the exception</p>

<pre><code>OSError: [Errno 8] Exec format error: '/api/manage.py'
</code></pre>

<p>I initially thought this would be the Dreaded Windows Line Endings, come for me once more, but running <code>dos2unix</code> on all my source files has not resolved the problem.</p>

<p>How can I avoid this error?</p>

<hr>

<p><strong>manage.py</strong></p>

<pre class=""lang-py prettyprint-override""><code>    import click
    from flask.cli import FlaskGroup

    from my_app_api import create_app


    def create_my_app(info):
        return create_app()


    @click.group(cls=FlaskGroup, create_app=create_my_app)
    def cli():
        pass


    if __name__ == ""__main__"":
        cli()
</code></pre>

<p><strong>Full traceback</strong></p>

<pre><code>api_1          | Traceback (most recent call last):
api_1          |   File ""manage.py"", line 22, in &lt;module&gt;
api_1          |     cli()
api_1          |   File ""/usr/local/lib/python3.6/site-packages/click/core.py"", line 764, in __call__
api_1          |     return self.main(*args, **kwargs)
api_1          |   File ""/usr/local/lib/python3.6/site-packages/flask/cli.py"", line 380, in main
api_1          |     return AppGroup.main(self, *args, **kwargs)
api_1          |   File ""/usr/local/lib/python3.6/site-packages/click/core.py"", line 717, in main
api_1          |     rv = self.invoke(ctx)
api_1          |   File ""/usr/local/lib/python3.6/site-packages/click/core.py"", line 1137, in invoke
api_1          |     return _process_result(sub_ctx.command.invoke(sub_ctx))
api_1          |   File ""/usr/local/lib/python3.6/site-packages/click/core.py"", line 956, in invoke
api_1          |     return ctx.invoke(self.callback, **ctx.params)
api_1          |   File ""/usr/local/lib/python3.6/site-packages/click/core.py"", line 555, in invoke
api_1          |     return callback(*args, **kwargs)
api_1          |   File ""/usr/local/lib/python3.6/site-packages/click/decorators.py"", line 64, in new_func
api_1          |     return ctx.invoke(f, obj, *args, **kwargs)
api_1          |   File ""/usr/local/lib/python3.6/site-packages/click/core.py"", line 555, in invoke
api_1          |     return callback(*args, **kwargs)
api_1          |   File ""/usr/local/lib/python3.6/site-packages/flask/cli.py"", line 438, in run_command
api_1          |     use_debugger=debugger, threaded=with_threads)
api_1          |   File ""/usr/local/lib/python3.6/site-packages/werkzeug/serving.py"", line 988, in run_simple
api_1          |     run_with_reloader(inner, extra_files, reloader_interval, reloader_type)
api_1          |   File ""/usr/local/lib/python3.6/site-packages/werkzeug/_reloader.py"", line 332, in run_with_reloader
api_1          |     sys.exit(reloader.restart_with_reloader())
api_1          |   File ""/usr/local/lib/python3.6/site-packages/werkzeug/_reloader.py"", line 176, in restart_with_reloader
api_1          |     exit_code = subprocess.call(args, env=new_environ, close_fds=False)
api_1          |   File ""/usr/local/lib/python3.6/subprocess.py"", line 287, in call
api_1          |     with Popen(*popenargs, **kwargs) as p:
api_1          |   File ""/usr/local/lib/python3.6/subprocess.py"", line 729, in __init__
api_1          |     restore_signals, start_new_session)
api_1          |   File ""/usr/local/lib/python3.6/subprocess.py"", line 1364, in _execute_child
api_1          |     raise child_exception_type(errno_num, err_msg, err_filename)
api_1          | OSError: [Errno 8] Exec format error: '/api/manage.py'
</code></pre>
","3893015","","3893015","","2019-03-21 03:52:38","2020-09-17 06:42:19","Flask CLI throws 'OSError: [Errno 8] Exec format error' when run through docker-compose","<python><windows><docker><flask><docker-compose>","5","0","11","","","CC BY-SA 4.0","5","55271912"
"42866013","1","42886035","","2017-03-17 19:50:17","","106","73193","<p>So I'm using Docker Toolbox because I don't have Hyper-V on my machine since it's not Windows 10 pro. Everything seems to work fine, but when I try to go on my browser <code>0.0.0.0:80</code> it always returns me: This site can’t be reached</p>

<p>But when I run the command: <code>docker container ps</code> I get the following: <code>0.0.0.0:80-&gt;80/tcp</code> meaning that this address should work. I searched across stackoverflow and github issues. Now I'm stuck. </p>

<p>Am I missing something? </p>

<p>Thanks,
Mark</p>

<p>EDIT:</p>

<p>Using <code>docker-machine ip default</code> returns me <code>192.168.99.100</code>. I run that on port 80. I still get the same result except that the address becomes the container id: <code>https://fd677edg12</code></p>

<p>I run that command on cmd to find my ipv4: <code>cmd /k ipconfig /all</code>. Put the result with the port and it returns the same thing: <code>https://fd677edg12</code></p>
","2266945","","2266945","","2017-03-17 20:35:43","2020-07-08 12:00:29","Docker Toolbox - Localhost not working","<windows><docker><docker-toolbox>","7","3","42","","","CC BY-SA 3.0","5","42866013"
"22907231","1","31971697","","2014-04-07 08:28:55","","1894","1508990","<p>I am trying to build a backup and restore solution for the Docker containers that we work with.</p>

<p>I have Docker base image that I have created, <code>ubuntu:base</code>, and do not want have to rebuild it each time with a Docker file to add files to it.</p>

<p>I want to create a script that runs from the host machine and creates a new container using the <code>ubuntu:base</code> Docker image and then copies files into that container.</p>

<p>How can I copy files from the host to the container?</p>
","3001829","","3257186","","2020-10-14 12:57:06","2021-05-26 21:56:17","How to copy files from host to Docker container?","<docker><docker-container>","45","4","555","","","CC BY-SA 4.0","5","22907231"
"31324981","1","31328031","","2015-07-09 18:01:28","","432","395420","<p>I have a docker container running jenkins. As part of the build process, I need to access a web server that is run locally on the host machine. Is there a way the host web server (which can be configured to run on a port) can be exposed to the jenkins container?</p>

<p>EDIT: I'm running docker natively on a Linux machine.</p>

<p>UPDATE:</p>

<p>In addition to @larsks answer below, to get the IP address of the Host IP from the host machine, I do the following:</p>

<pre><code>ip addr show docker0 | grep -Po 'inet \K[\d.]+'
</code></pre>
","1368032","","4671027","","2018-02-15 12:41:13","2021-04-26 19:01:19","How to access host port from docker container","<docker><docker-container>","16","8","154","","","CC BY-SA 3.0","5","31324981"
"27214757","1","","","2014-11-30 15:18:48","","28","10117","<p>Is it possible with Docker to combine two images into one?</p>

<p>Like this here:</p>

<pre><code>genericA --
            \
             ---&gt; specificAB
            /
genericB --
</code></pre>

<p>For example there's an image for Java and an image for MySQL. </p>

<p>I'd like to have an image with Java <strong>and</strong> MySQL.</p>
","566959","","","","","2017-09-29 16:17:36","Docker: Combine multiple images","<java><mysql><linux><docker>","4","0","8","","","CC BY-SA 3.0","5","27214757"
"51552706","1","51563802","","2018-07-27 07:17:19","","6","3904","<p>I am about to decide on programming language for the project.
The requirements are that some of customers want to run application on isolated servers without external internet access.</p>

<p>To do that I need to distribute application to them and cannot use SaaS approach running on, for example, my cloud (what I'd prefer to do...).</p>

<p>The problem is that if I decide to use Python for developing this, I would need to provide customer with easy readable code which is not really what I'd like to do (of course, I know about all that ""do you really need to protect your source code"" kind of questions but it's out of scope for now).</p>

<p>One of my colleagues told me about Docker. I can find dozen of answers about Docker container security. Problem is all that is about protecting (isolating) host from code running in container.</p>

<p>What I need is to know if the Python source code in the Docker Image and running in Docker Container is secured from access - can user in some way (doesn't need to be easy) access that Python code?</p>

<p>I know I can't protect everything, I know it is possible to decompile/crack everything. I just want to know the answer just to decide whether the way to access my code inside Docker is hard enough that I can take the risk.</p>
","2593519","","3001761","","2018-07-27 07:19:32","2019-05-08 07:07:58","Is distributing python source code in Docker secure?","<python><security><docker><source-code-protection>","3","4","","","","CC BY-SA 4.0","5","51552706"
"24309526","1","24312133","","2014-06-19 14:49:02","","223","161354","<p>From what I can tell, docker images are installed to <code>/var/lib/docker</code> as they are pulled. Is there a way to change this location, such as to a mounted volume like <code>/mnt</code>?</p>
","91144","","209050","","2014-11-20 20:18:17","2021-01-28 18:09:37","How to change the docker image installation directory?","<docker>","19","1","92","","","CC BY-SA 3.0","5","24309526"
"43442276","1","43471860","","2017-04-16 21:20:01","","18","3122","<p>I have two Docker images, one containing <a href=""http://pandoc.org/"" rel=""noreferrer""><code>pandoc</code></a> (an utility to convert documents in different formats to many formats), and an other containing <code>pdflatex</code> (from <a href=""https://www.tug.org/texlive/"" rel=""noreferrer""><code>texlive</code></a>, to convert <code>tex</code> files into <code>pdf</code>). My goal here is to convert documents from <code>md</code> to <code>pdf</code>.</p>
<p>I can run each image separately :</p>
<pre><code># call pandoc inside my-pandoc-image (md -&gt; tex)
docker run --rm \
    -v $(pwd):/pandoc \
    my-pandoc-image \
    pandoc -s test.md -o test.tex

# call pdflatex inside my-texlive-image (tex -&gt; pdf)
docker run --rm \
    -v $(pwd):/texlive \
    my-texlive-image \
    pdflatex test.tex # generates test.pdf
</code></pre>
<p>But, in fact, what I want is to call <code>pandoc</code> (from its container) directly to convert <code>md</code> into <code>pdf</code>, like this :</p>
<pre><code>docker run --rm \
    -v $(pwd):/pandoc \
    my-pandoc-image \
    pandoc -s test.md --latex-engine pdflatex -o test.pdf
</code></pre>
<p>This command does not work here, because <code>pandoc</code> inside the container tries to call <code>pdflatex</code> (that must be in <code>$PATH</code>) to generate the pdf, but <code>pdflatex</code> does not exist since it is not installed in the <code>my-pandoc-image</code>.</p>
<p>In my case, <code>pdflatex</code> is installed in the image <code>my-texlive-image</code>.</p>
<p>So, from this example, my question is : Can a container A call an executable located on an other container B ?</p>
<p>I am pretty sure this is possible, because if I install <code>pandoc</code> <strong>on my host</strong> (without <code>pdflatex</code>), I can run <code>pandoc -s test.md--latex-engine=pdflatex -o test.pdf</code> by simply aliasing the <code>pdflatex</code> command with :</p>
<pre><code>pdflatex() {
    docker run --rm \
        -v $(pwd):/texlive \
        my-texlive-image \
        pdflatex &quot;$@&quot;
}
</code></pre>
<p>Thus, when <code>pdflatex</code> is called by <code>pandoc</code>, a container starts and do the conversion.</p>
<p>But when using the 2 containers, how could I alias the <code>pdflatex</code> command to simulate its existence on the container having only <code>pandoc</code> ?</p>
<p>I took a look at <code>docker-compose</code>, since I have already used it to make 2 containers communicate (app communicating with a database). I even thought about <code>ssh</code>-ing from container A to container B to call the <code>pdflatex</code> command, but this is definitively <a href=""https://jpetazzo.github.io/2014/06/23/docker-ssh-considered-evil/"" rel=""noreferrer"">not the right solution</a>.</p>
<p>Finally, I also have built an image containing <code>pandoc</code> + <code>pdflatex</code> (it worked because the two executables were on the same image), but I really want to keep the 2 images separately, since they could be used independently by other images.</p>
<h3>Edit :</h3>
<p>A similar question is exposed <a href=""https://stackoverflow.com/questions/29907979/execute-command-in-linked-docker-container"">here</a>, as I understand the provided answer needs Docker to be installed on container A, and needs a docker socket binding (<code>/var/run/docker.sock</code>) between host and container A. I don't think this is best practice, it seems like a hack that can create <a href=""https://raesene.github.io/blog/2016/03/06/The-Dangers-Of-Docker.sock/"" rel=""noreferrer"">security issues</a>.</p>
","7804058","","-1","","2020-06-20 09:12:55","2017-04-18 12:48:58","Docker : Can a container A call an executable located on an other container B?","<docker><docker-compose><pandoc><pdflatex>","1","4","7","","","CC BY-SA 3.0","5","43442276"
"55951014","1","","","2019-05-02 11:02:16","","25","30541","<p>I have this docker-compose.yml:</p>

<pre><code>version: ""3.1""
services:

    memcached:
      image: memcached:alpine
      container_name: universal-memcached2

    redis:
      image: redis:alpine
      container_name: universal-redis2

    mariadb:
      image: mariadb:10.4
      container_name: universal-mariadb2
      working_dir: /application
      volumes:
        - .:/application
        - ""../data/db:/var/lib/mysql"" # skasowac
      environment:
        - MYSQL_ROOT_PASSWORD=Haslo
        - MYSQL_DATABASE=sample
        - MYSQL_USER=user
        - MYSQL_PASSWORD=Haslo
      ports:
        - ""8083:3306""


    webserver:
      image: nginx:alpine
      container_name: universal-webserver2
      working_dir: /application
      volumes:
          - .:/application
          - ./phpdocker/nginx/nginx.conf:/etc/nginx/conf.d/default.conf
      ports:
       - ""8080:80""

    php-fpm:
      build: phpdocker/php-fpm
      container_name: universal-php-fpm2
      working_dir: /application
      volumes:
        - .:/application
        - ./phpdocker/php-fpm/php-ini-overrides.ini:/etc/php/7.3/fpm/conf.d/99-overrides.ini

    volumes:
        generated:
        var:
        static:

    phpmyadmin:
      image: phpmyadmin/phpmyadmin
      links:
        - mariadb
      environment:
        PMA_HOST: mariadb
        PMA_PORT: 3306
      ports:
        - '8081:80'
</code></pre>

<p>When I run my newest project in symfony 4 on it, it works very slowly... :(</p>

<p>I have new MacOs and Docker Desktop.
I'm currently learning the Symfony and Laravel framework, but this is very slow for Docker. It is not even working on it.</p>

<p>How can I repair it?</p>
","11441323","","","","","2021-01-19 02:58:41","Docker in MacOs is very slow","<php><symfony><docker><docker-compose>","6","6","7","","","CC BY-SA 4.0","5","55951014"
"29663459","1","29745541","","2015-04-16 00:47:16","","208","97919","<p>I have a Python (2.7) app which is started in my dockerfile:</p>

<pre><code>CMD [""python"",""main.py""]
</code></pre>

<p><em>main.py</em> prints some strings when it is started and goes into a loop afterwards:</p>

<pre><code>print ""App started""
while True:
    time.sleep(1)
</code></pre>

<p>As long as I start the container with the -it flag, everything works as expected:</p>

<pre><code>$ docker run --name=myapp -it myappimage
&gt; App started
</code></pre>

<p>And I can see the same output via logs later:</p>

<pre><code>$ docker logs myapp
&gt; App started
</code></pre>

<p>If I try to run the same container with the -d flag, the container seems to start normally, but I can't see any output:</p>

<pre><code>$ docker run --name=myapp -d myappimage
&gt; b82db1120fee5f92c80000f30f6bdc84e068bafa32738ab7adb47e641b19b4d1
$ docker logs myapp
$ (empty)
</code></pre>

<p>But the container still seems to run;</p>

<pre><code>$ docker ps
Container Status ...
myapp     up 4 minutes ... 
</code></pre>

<p>Attach does not display anything either:</p>

<pre><code>$ docker attach --sig-proxy=false myapp
(working, no output)
</code></pre>

<p>Any ideas whats going wrong? Does ""print"" behave differently when ran in background?</p>

<p>Docker version:</p>

<pre><code>Client version: 1.5.0
Client API version: 1.17
Go version (client): go1.4.2
Git commit (client): a8a31ef
OS/Arch (client): linux/arm
Server version: 1.5.0
Server API version: 1.17
Go version (server): go1.4.2
Git commit (server): a8a31ef
</code></pre>
","1152166","","402884","","2015-10-11 12:59:39","2021-03-04 21:08:23","Python app does not print anything when running detached in docker","<python><docker><dockerfile>","13","0","41","","","CC BY-SA 3.0","4","29663459"
"37971961","1","44759326","","2016-06-22 15:09:21","","136","302215","<p>When I run <code>docker-compose up</code> in my Docker project it failes with the following message:</p>

<pre><code>Error starting userland proxy: listen tcp 0.0.0.0:3000: bind: address already in use
</code></pre>

<p><code>netstat -pna | grep 3000</code>
shows this:</p>

<pre><code>tcp        0      0 0.0.0.0:3000            0.0.0.0:*               LISTEN      -  
</code></pre>

<p>I've already tried <code>docker-compose down</code>, but it doesn't help.</p>
","6014860","","","","","2021-05-18 04:48:51","Docker Error bind: address already in use","<ubuntu><docker><ubuntu-14.04><bind><docker-compose>","22","5","35","","","CC BY-SA 3.0","4","37971961"
"19234831","1","25978888","","2013-10-07 21:08:48","","944","946034","<p>I managed to find the containers under directory <code>/var/lib/docker/containers</code>, but I can't find the images.</p>

<p>What are the directories and files under <code>/var/lib/docker</code>?</p>
","714179","","63550","","2017-03-29 16:26:02","2021-05-26 15:51:44","Where are Docker images stored on the host machine?","<docker><docker-image>","29","1","271","","","CC BY-SA 3.0","4","19234831"
"33913020","1","33913711","","2015-11-25 09:39:19","","224","147029","<pre><code>root@server:~# docker images -a        
REPOSITORY              TAG                 IMAGE ID            CREATED             VIRTUAL SIZE
&lt;none&gt;                  &lt;none&gt;              5e2dfc857e73        5 days ago          261.6 MB
&lt;none&gt;                  &lt;none&gt;              d053e988f23d        5 days ago          261.6 MB
&lt;none&gt;                  &lt;none&gt;              1d5d4a2d89eb        5 days ago          261.6 MB
&lt;none&gt;                  &lt;none&gt;              ea0d189fdb19        5 days ago          100.5 MB
&lt;none&gt;                  &lt;none&gt;              26c6175962b3        5 days ago          100.5 MB
&lt;none&gt;                  &lt;none&gt;              73d5cec4a0b3        5 days ago          100.5 MB
&lt;none&gt;                  &lt;none&gt;              e19590e1bac1        5 days ago          100.5 MB
</code></pre>

<p>I've tried the following:</p>

<pre><code>docker rmi $(docker images | grep ""^&lt;none&gt;"" | awk ""{print $3}"")
</code></pre>

<p>And the following:</p>

<pre><code>docker rmi $(docker images -f ""dangling=true"" -q)
</code></pre>

<p>Get the following error:</p>

<pre><code>docker: ""rmi"" requires a minimum of 1 argument.
See 'docker rmi --help'.

Usage:  docker rmi [OPTIONS] IMAGE [IMAGE...]

Remove one or more images
</code></pre>
","1137669","","1137669","","2015-11-25 10:00:54","2021-07-02 02:16:47","Docker remove <none> TAG images","<docker>","29","5","69","","","CC BY-SA 3.0","4","33913020"
"39626579","1","48127564","","2016-09-21 21:04:33","","101","93266","<p>I have a few Dockerfiles right now.</p>

<p>One is for Cassandra 3.5, and it is <code>FROM cassandra:3.5</code></p>

<p>I also have a Dockerfile for Kafka, but t is quite a bit more complex. It is <code>FROM java:openjdk-8-fre</code> and it runs a long command to install Kafka and Zookeeper.</p>

<p>Finally, I have an application written in Scala that uses SBT. </p>

<p>For that Dockerfile, it is <code>FROM broadinstitute/scala-baseimage</code>, which gets me Java 8, Scala 2.11.7, and STB 0.13.9, which are what I need.</p>

<p>Perhaps, I don't understand how Docker works, but my Scala program has Cassandra and Kafka as dependencies and for development purposes, I want others to be able to simply clone my repo with the <code>Dockerfile</code> and then be able to build it with Cassandra, Kafka, Scala, Java and SBT all baked in so that they can just compile the source. I'm having a lot of issues with this though. </p>

<p>How do I combine these Dockerfiles? How do I simply make an environment with those things baked in?</p>
","2328259","","","","","2021-06-16 16:17:01","Is there a way to combine Docker images into 1 container?","<docker><dockerfile><docker-image>","8","4","22","","","CC BY-SA 3.0","4","39626579"
"60895246","1","60902143","","2020-03-27 23:01:36","","23","9000","<p>I am trying to create a docker-compose setup with nginzx, flask, and react. I started my react app with react-create-app (<a href=""https://github.com/facebook/create-react-app"" rel=""noreferrer"">https://github.com/facebook/create-react-app</a>) and haven't changed anything from it yet.</p>

<p>My Dockerfile for the react app is:</p>

<pre><code>FROM node:10

WORKDIR /usr/src/app

# Install app dependencies
# A wildcard is used to ensure both package.json AND package-lock.json are copied
COPY package*.json ./
RUN npm install --verbose

# Bundle app source
COPY . .


EXPOSE 3000
CMD [""npm"", ""start""]
</code></pre>

<p>The compose script is:</p>

<pre><code>version: '3.1'

services:
    nginx:
        image: nginx:1.15
        container_name: nginx
        volumes:
            - ../:/var/www
            - ./nginx-dev.conf:/etc/nginx/conf.d/default.conf
        ports:
            - 80:80
        networks:
            - my-network
        depends_on:
            - flask
            - react
    react:
        build:
            context: ../react-app/
            dockerfile: ./Dockerfile
        container_name: react
        volumes:
            - ../react-app:/usr/src/app
        networks:
            my-network:
                aliases:
                    - react-app
        expose:
            - 3000
        ports:
            - ""3000:3000""
    flask:
        ...
networks:
    my-network:
</code></pre>

<p>The flask and nginx containers start fine, the output for react is:</p>

<pre><code>react    | 
react    | &gt; react-app@0.1.0 start /usr/src/app
react    | &gt; react-scripts start
react    | 
react    | ℹ ｢wds｣: Project is running at http://my-ip-address/
react    | ℹ ｢wds｣: webpack output is served from 
react    | ℹ ｢wds｣: Content not from webpack is served from /usr/src/app/public
react    | ℹ ｢wds｣: 404s will fallback to /
react    | Starting the development server...
react    | 
react    | 
react    | npm verb lifecycle react-app@0.1.0~start: unsafe-perm in lifecycle true
react    | npm verb lifecycle react-app@0.1.0~start: PATH: /usr/local/lib/node_modules/npm/node_modules/npm-lifecycle/node-gyp-bin:/usr/src/app/node_modules/.bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin
react    | npm verb lifecycle react-app@0.1.0~start: CWD: /usr/src/app
react    | npm info lifecycle react-app@0.1.0~poststart: react-app@0.1.0
react    | npm verb exit [ 0, true ]
react    | npm timing npm Completed in 1727ms
react    | npm info ok 
react exited with code 0
</code></pre>
","8168077","","8168077","","2020-03-27 23:12:11","2020-09-29 02:39:27","React app exiting in docker container with exit code 0","<reactjs><docker><nginx><docker-compose>","4","2","3","","","CC BY-SA 4.0","4","60895246"
"53559545","1","53559695","","2018-11-30 14:35:44","","8","8540","<p>I have multiple docker (version 18.09.0, build 4d60db4) containers running and I wish to stop them all at once. <a href=""http://blog.baudson.de/blog/stop-and-remove-all-docker-containers-and-images"" rel=""noreferrer"">This blog post</a> shows concisely exactly how to achieve this, great! </p>

<p>I can list all containers using <code>docker ps -aq</code> and have no issues. </p>

<p>However, when trying to stop all containers using the output of <code>docker ps -aq</code>, i.e. <code>docker stop $(docker ps -aq)</code>, I receive the following error:</p>

<blockquote>
  <p><code>unknown shorthand flag: 'a' in -aq)</code></p>
</blockquote>

<p><strong>EDIT:</strong> I'm running Windows 10 Version 10.0.17134.407 in a standard (elevated) command prompt.</p>

<p>Can anyone shed any insight into this?</p>

<p>Thanks.</p>
","4816231","","4816231","","2018-11-30 14:43:14","2021-06-26 01:44:45","Docker unknown shorthand flag: 'a' in -aq)","<docker>","2","4","1","","","CC BY-SA 4.0","4","53559545"
"19335444","1","38783433","","2013-10-12 14:46:18","","555","561863","<p>I'm not sure if I've misunderstood something here, but it seems like it's only possible to set port mappings by creating a new container from an image. Is there a way to assign a port mapping to an existing Docker container?</p>
","455988","","63550","","2017-03-12 13:28:26","2021-06-17 00:14:38","How do I assign a port mapping to an existing Docker container?","<docker><port><lxc><linux-containers>","14","4","217","","","CC BY-SA 3.0","4","19335444"
"34748747","1","34748847","","2016-01-12 16:22:55","","9","1892","<p>The <code>docker</code> command has a <code>ps</code> sub-command that emits very long lines:</p>

<pre><code>$ docker ps -a
CONTAINER ID        IMAGE                             COMMAND                  CREATED             STATUS                      PORTS                                                                                                                                                                                                                                                                                                        NAMES
6e8ec8a16da4        waisbrot/wait:latest              ""/wait""                  4 minutes ago       Exited (0) 4 minutes ago                                                                                                                                                                                                                                                                                                                 wait-for-janus-test
9dbf0739561f        whoop/downsampler:master          ""./run.bash""             4 minutes ago       Up 4 minutes                0.0.0.0:32855-&gt;4369/tcp, 0.0.0.0:32854-&gt;9100/tcp, 0.0.0.0:32853-&gt;9101/tcp, 0.0.0.0:32852-&gt;9102/tcp, 0.0.0.0:32851-&gt;9103/tcp, 0.0.0.0:32850-&gt;9104/tcp, 0.0.0.0:32849-&gt;9105/tcp, 0.0.0.0:32848-&gt;9106/tcp, 0.0.0.0:32847-&gt;9107/tcp, 0.0.0.0:32846-&gt;9108/tcp, 0.0.0.0:32845-&gt;9109/tcp, 0.0.0.0:32844-&gt;9110/tcp   metrics-downsampler-test
6cf56623bb48        whoop/janus:master                ""./start.bash""           4 minutes ago       Up 4 minutes                0.0.0.0:32843-&gt;80/tcp                                                                                                                                                                                                                                                                                        janus-test
882b50303d54        whoop/recalculator:master         ""./run.bash""             4 minutes ago       Exited (1) 4 minutes ago                                                                                                                                                                                                                                                                                                                 internum-test
</code></pre>

<p>It can be instructed to output only specific columns:</p>

<pre><code>docker ps --format ""table {{.Image}}\t{{.Names}}\t{{.Ports}}\t{{.Status}}""
</code></pre>

<p>I'd like to be able to say <code>docker ps</code> and get the <code>--format ""table...""</code> argument added on for me. Is there a nice way to do this? </p>

<p>I know I could say</p>

<pre><code>alias dp='docker ps --format ...'
</code></pre>

<p>but I'd prefer to keep the sub-command. </p>

<p>I'm using zsh as my shell.</p>
","1220269","","","","","2021-04-20 12:37:16","Can I alias a subcommand? (shortening the output of `docker ps`)","<docker><zsh>","4","1","5","","","CC BY-SA 3.0","4","34748747"
